time,ax,ay,az,gx,gy,gz
157638,-30,-85,4156,-45,-12,-18
157640,-44,-77,4123,-49,-12,-15
157642,-22,-97,4159,-50,-14,-19
157644,17,-92,4120,-53,-16,-15
157646,-34,-106,4170,-50,-12,-16
157648,-30,-118,4131,-45,-10,-11
157650,-20,-96,4126,-46,-12,-18
157652,-29,-82,4132,-48,-9,-15
157654,-19,-56,4122,-49,-13,-16
157656,6,-89,4146,-51,-6,-18
157658,-31,-119,4117,-49,-15,-12
157660,-28,-110,4136,-46,-6,-16
157662,-8,-101,4122,-36,-8,-12
157664,-27,-68,4114,-46,-8,-16
157666,-9,-84,4107,-49,-11,-13
157668,-16,-59,4113,-51,-12,-20
157670,-24,-78,4153,-49,-11,-13
157672,-29,-87,4153,-48,-13,-16
157674,-28,-71,4140,-44,-9,-16
157676,-17,-65,4119,-41,-10,-21
157678,7,-60,4156,-43,-11,-18
157680,-20,-61,4143,-43,-9,-14
157682,-18,-76,4084,-51,-13,-15
157684,-13,-85,4149,-45,-13,-19
157686,2,-68,4130,-47,-11,-13
157688,-30,-88,4132,-49,-14,-19
157690,-11,-109,4140,-49,-6,-17
157692,-13,-91,4131,-48,-7,-19
157694,-20,-95,4111,-43,-16,-15
157696,-36,-82,4121,-49,-10,-14
157698,-11,-72,4154,-51,-7,-18
157700,-15,-107,4120,-43,-11,-13
157702,2,-93,4141,-54,-12,-15
157704,-10,-102,4140,-49,-12,-15
157706,-27,-70,4123,-47,-12,-15
157708,-30,-81,4120,-47,-10,-15
157710,-14,-57,4119,-51,-9,-15
157712,-28,-62,4109,-53,-12,-19
157714,-11,-78,4147,-50,-9,-12
157716,-6,-72,4096,-51,-15,-16
157718,-23,-75,4136,-44,-10,-16
157720,-31,-86,4153,-40,-11,-17
157722,-35,-81,4136,-50,-16,-14
157724,-12,-74,4091,-47,-12,-13
157726,-29,-65,4119,-52,-11,-14
157728,-10,-85,4095,-58,-14,-17
157730,-7,-73,4113,-47,-12,-13
157732,-22,-95,4166,-42,-6,-15
157734,-13,-92,4184,-44,-16,-15
157736,4,-82,4126,-45,-16,-18
157738,-18,-49,4105,-48,-17,-15
157740,-10,-75,4134,-51,-17,-17
157742,-30,-88,4145,-52,-19,-18
157744,-23,-83,4153,-53,-14,-17
157746,-20,-85,4161,-46,-5,-16
157748,-14,-59,4154,-42,-12,-14
157750,5,-76,4121,-49,-12,-19
157752,-7,-50,4120,-42,-12,-17
157754,-15,-50,4117,-46,-16,-17
157756,-4,-48,4131,-49,-6,-15
157758,-13,-80,4146,-51,-14,-14
157760,-8,-70,4123,-47,-15,-11
157762,-2,-63,4131,-41,-10,-20
157764,-5,-55,4156,-46,-11,-15
157766,-6,-73,4130,-48,-11,-15
157768,-41,-76,4137,-50,-12,-17
157770,-5,-50,4118,-50,-12,-16
157772,-13,-73,4113,-51,-12,-13
157774,-25,-54,4114,-52,-9,-17
157776,-41,-39,4173,-42,-20,-19
157778,-44,-79,4119,-42,-15,-19
157780,-4,-67,4135,-50,-9,-19
157782,-8,-79,4137,-52,-12,-15
157784,0,-62,4137,-45,-11,-13
157786,-16,-83,4117,-48,-12,-18
157788,-31,-83,4142,-45,-15,-14
157790,-18,-81,4094,-46,-9,-13
157792,-36,-58,4135,-44,-9,-18
157794,10,-70,4134,-46,-12,-12
157796,0,-65,4121,-51,-14,-12
157798,-19,-110,4098,-45,-13,-16
157800,-15,-85,4126,-49,-14,-16
157802,-14,-106,4164,-50,-3,-18
157804,-12,-92,4146,-44,-12,-14
157806,-2,-89,4175,-50,-12,-15
157808,-8,-94,4119,-50,-11,-14
157810,-20,-65,4111,-49,-9,-18
157812,-15,-84,4150,-53,-13,-12
157814,-38,-68,4150,-49,-12,-17
157816,-27,-111,4155,-56,-15,-17
157818,-35,-104,4091,-57,-16,-12
157820,-25,-94,4150,-58,-13,-17
157822,-35,-88,4140,-50,-8,-16
157824,-22,-98,4136,-51,-10,-15
157826,-24,-90,4150,-54,-14,-24
157828,-32,-90,4138,-52,-14,-19
157830,-45,-96,4106,-55,-11,-17
157832,-23,-99,4127,-55,-10,-18
157834,-7,-121,4093,-53,-15,-19
157836,-38,-113,4168,-54,-13,-11
157838,-22,-102,4104,-57,-18,-14
157840,-32,-84,4113,-57,-17,-16
157842,-19,-81,4115,-55,-17,-13
157844,-19,-69,4129,-58,-20,-14
157846,-28,-80,4108,-58,-17,-18
157848,-18,-78,4131,-58,-17,-18
157850,-39,-102,4169,-61,-16,-13
157852,-16,-106,4169,-51,-21,-19
157854,-11,-118,4129,-56,-20,-17
157856,-25,-88,4147,-50,-11,-19
157858,-6,-66,4097,-60,-21,-15
157860,-19,-38,4120,-61,-24,-15
157862,-22,-78,4144,-58,-19,-11
157864,-13,-96,4172,-54,-24,-18
157866,-23,-90,4150,-55,-25,-21
157868,-17,-115,4133,-51,-20,-12
157870,-13,-105,4106,-53,-18,-19
157872,-1,-70,4137,-54,-19,-11
157874,-12,-81,4122,-51,-21,-17
157876,-21,-100,4172,-51,-23,-21
157878,-19,-71,4164,-50,-22,-18
157880,-20,-60,4135,-53,-19,-16
157882,-35,-66,4124,-53,-23,-13
157884,-27,-76,4134,-53,-19,-18
157886,-12,-111,4146,-49,-18,-19
157888,-36,-91,4141,-47,-17,-14
157890,-30,-87,4149,-48,-19,-17
157892,7,-83,4148,-43,-17,-12
157894,-29,-81,4112,-47,-16,-14
157896,-14,-90,4147,-47,-15,-14
157898,-19,-80,4148,-45,-21,-22
157900,-8,-105,4133,-48,-14,-18
157902,-15,-83,4180,-44,-18,-9
157904,-19,-76,4141,-46,-16,-16
157906,-4,-87,4118,-47,-11,-17
157908,-18,-85,4138,-38,-15,-16
157910,-7,-113,4128,-47,-12,-14
157912,-20,-90,4112,-41,-9,-15
157914,-15,-57,4125,-41,-14,-16
157916,-19,-85,4123,-44,-15,-13
157918,-20,-72,4117,-42,-17,-15
157920,-35,-93,4123,-43,-15,-18
157922,-10,-71,4135,-43,-14,-18
157924,-24,-62,4162,-46,-18,-14
157926,5,-75,4127,-41,-16,-12
157928,-35,-76,4131,-51,-11,-19
157930,-22,-87,4139,-45,-15,-18
157932,-16,-64,4137,-47,-14,-15
157934,-15,-65,4119,-45,-15,-15
157936,20,-89,4135,-44,-13,-17
157938,-10,-55,4109,-42,-10,-12
157940,-5,-73,4141,-45,-11,-20
157942,-13,-40,4161,-47,-4,-16
157944,8,-35,4129,-50,-13,-16
157946,-35,-59,4118,-48,-21,-13
157948,2,-45,4125,-50,-14,-15
157950,4,-66,4130,-49,-15,-15
157952,-1,-57,4119,-49,-11,-13
157954,16,-32,4150,-54,-14,-12
157956,0,-70,4116,-49,-9,-13
157958,-2,-26,4155,-49,-15,-18
157960,-29,-58,4167,-56,-16,-19
157962,11,-53,4111,-50,-13,-15
157964,7,-54,4126,-56,-17,-18
157966,-5,-72,4110,-58,-12,-14
157968,-5,-80,4161,-55,-13,-15
157970,-6,-66,4117,-52,-9,-17
157972,9,-65,4145,-50,-6,-16
157974,-14,-90,4116,-52,-10,-14
157976,-9,-53,4120,-54,-9,-17
157978,8,-55,4106,-55,-11,-11
157980,-20,-65,4133,-56,-7,-16
157982,2,-94,4144,-55,-9,-16
157984,-13,-61,4117,-53,-12,-14
157986,-2,-76,4115,-59,-7,-21
157988,5,-71,4117,-60,-11,-13
157990,-2,-65,4168,-61,-8,-18
157992,-32,-82,4154,-58,-6,-10
157994,-10,-72,4152,-55,-10,-14
157996,-28,-93,4149,-56,-9,-22
157998,-17,-68,4130,-57,-11,-17
158000,-12,-63,4127,-57,-11,-20
158002,-20,-81,4112,-59,-7,-12
158004,-15,-77,4133,-58,-13,-19
158006,-24,-71,4112,-54,-13,-21
158008,1,-78,4155,-60,-10,-23
158010,-15,-68,4105,-55,-12,-12
158012,-49,-102,4169,-56,-5,-19
158014,-29,-117,4167,-57,-5,-18
158016,-42,-112,4091,-54,-11,-16
158018,-44,-90,4152,-51,-10,-19
158020,-51,-81,4168,-48,-14,-13
158022,-48,-98,4151,-49,-11,-22
158024,-19,-91,4136,-50,-9,-14
158026,-47,-95,4136,-51,-11,-20
158028,-35,-70,4120,-55,-11,-12
158030,-31,-87,4140,-55,-10,-16
158032,-29,-102,4107,-48,-11,-18
158034,-29,-88,4136,-49,-15,-18
158036,-20,-116,4121,-49,-14,-16
158038,-2,-94,4121,-50,-14,-17
158040,-8,-67,4099,-46,-9,-20
158042,-4,-105,4138,-40,-9,-16
158044,-1,-96,4140,-47,-15,-15
158046,-18,-92,4099,-50,-16,-20
158048,-14,-85,4124,-46,-17,-18
158050,-13,-85,4123,-50,-15,-14
158052,-13,-70,4141,-49,-17,-11
158054,-29,-78,4102,-48,-13,-15
158056,-13,-96,4137,-47,-17,-16
158058,-29,-101,4162,-50,-22,-12
158060,-5,-87,4156,-47,-13,-16
158062,-37,-104,4136,-49,-16,-16
158064,-23,-91,4140,-50,-16,-12
158066,-17,-108,4144,-48,-12,-17
158068,-23,-94,4143,-46,-10,-18
158070,-20,-89,4158,-50,-14,-13
158072,14,-67,4125,-47,-14,-14
158074,-10,-91,4115,-49,-11,-18
158076,-16,-77,4119,-48,-18,-14
158078,-25,-68,4123,-46,-19,-12
158080,11,-96,4111,-45,-16,-16
158082,-43,-65,4131,-46,-17,-14
158084,-19,-88,4105,-42,-16,-13
158086,4,-81,4117,-46,-19,-15
158088,8,-98,4151,-51,-15,-14
158090,-3,-98,4187,-51,-14,-16
158092,-9,-106,4136,-46,-15,-16
158094,-44,-125,4150,-43,-16,-14
158096,-24,-114,4114,-48,-11,-16
158098,-39,-107,4125,-45,-7,-18
158100,-11,-81,4126,-48,-13,-15
158102,-1,-106,4135,-47,-12,-17
158104,-15,-116,4158,-49,-7,-14
158106,-25,-102,4128,-51,-8,-13
158108,4,-110,4147,-49,-10,-21
158110,0,-93,4143,-38,-5,-16
158112,-1,-70,4129,-48,-9,-12
158114,-20,-100,4093,-50,-13,-22
158116,-32,-91,4132,-53,-8,-19
158118,-28,-63,4164,-50,-7,-15
158120,-18,-83,4156,-45,-9,-21
158122,-15,-112,4124,-47,-3,-16
158124,-15,-94,4170,-49,-11,-16
158126,5,-81,4106,-50,-9,-13
158128,-28,-62,4099,-49,-5,-11
158130,-15,-57,4118,-52,-8,-14
158132,-27,-59,4132,-52,-11,-15
158134,-31,-75,4155,-48,-10,-12
158136,-22,-73,4151,-51,-15,-18
158138,6,-75,4117,-46,-12,-11
158140,-21,-78,4160,-52,-11,-10
158142,-6,-74,4127,-53,-9,-15
158144,-6,-96,4136,-47,-9,-17
158146,-12,-67,4126,-53,-10,-16
158148,-2,-90,4123,-51,-9,-16
158150,3,-62,4101,-55,-19,-17
158152,-20,-68,4155,-55,-15,-14
158154,-29,-88,4129,-58,-9,-11
158156,-13,-81,4134,-50,-12,-18
158158,-1,-85,4145,-53,-15,-19
158160,1,-80,4117,-47,-12,-9
158162,-14,-65,4117,-54,-13,-18
158164,-33,-63,4127,-55,-15,-16
158166,12,-61,4131,-50,-16,-14
158168,-33,-75,4118,-56,-11,-22
158170,-47,-69,4115,-51,-14,-17
158172,-29,-52,4146,-57,-17,-11
158174,-13,-50,4160,-57,-12,-19
158176,-23,-64,4145,-54,-14,-12
158178,-42,-77,4173,-48,-11,-17
158180,-38,-37,4121,-53,-14,-14
158182,-24,-21,4152,-56,-14,-19
158184,-24,-84,4152,-51,-11,-14
158186,-27,-81,4102,-50,-11,-12
158188,-37,-68,4182,-56,-9,-19
158190,-26,-50,4141,-49,-12,-17
158192,-69,-40,4127,-52,-9,-15
158194,-51,-70,4141,-52,-8,-18
158196,-43,-68,4137,-52,-16,-16
158198,-25,-59,4124,-52,-14,-21
158200,-29,-81,4127,-51,-15,-14
158202,-4,-73,4141,-52,-14,-9
158204,-49,-72,4154,-52,-14,-19
158206,-47,-43,4098,-50,-12,-12
158208,-32,-86,4113,-51,-12,-21
158210,-33,-60,4120,-46,-17,-19
158212,-13,-72,4128,-46,-16,-14
158214,-41,-68,4114,-46,-15,-14
158216,-52,-58,4146,-51,-17,-17
158218,-15,-76,4147,-56,-14,-20
158220,-13,-76,4145,-50,-17,-12
158222,-18,-92,4136,-46,-14,-13
158224,-27,-82,4141,-46,-15,-16
158226,-34,-84,4105,-49,-20,-14
158228,-8,-68,4109,-43,-19,-18
158230,-47,-47,4142,-52,-18,-16
158232,-11,-92,4144,-55,-12,-15
158234,-14,-91,4137,-52,-19,-15
158236,9,-89,4126,-52,-16,-17
158238,-7,-72,4114,-52,-20,-16
158240,-38,-94,4134,-53,-20,-20
158242,2,-67,4131,-51,-17,-12
158244,29,-87,4100,-53,-17,-20
158246,-9,-83,4140,-58,-17,-15
158248,-27,-71,4118,-48,-20,-17
158250,-3,-62,4130,-54,-22,-14
158252,-4,-74,4155,-59,-18,-16
158254,-19,-74,4151,-55,-20,-18
158256,-9,-97,4136,-53,-16,-20
158258,-17,-92,4133,-51,-22,-11
158260,-7,-64,4144,-57,-19,-11
158262,-16,-73,4112,-53,-17,-23
158264,2,-79,4137,-56,-21,-17
158266,13,-83,4135,-57,-18,-18
158268,-21,-62,4135,-54,-17,-11
158270,-16,-95,4135,-54,-15,-19
158272,-17,-88,4142,-56,-15,-17
158274,2,-79,4155,-54,-14,-11
158276,-14,-79,4174,-54,-17,-16
158278,-17,-96,4087,-50,-18,-13
158280,-19,-93,4151,-54,-16,-17
158282,-7,-92,4111,-56,-18,-14
158284,7,-95,4136,-51,-13,-10
158286,12,-82,4114,-51,-19,-13
158288,3,-127,4130,-51,-16,-18
158290,-20,-92,4185,-57,-12,-14
158292,-25,-94,4135,-54,-14,-19
158294,1,-110,4143,-54,-11,-16
158296,-37,-116,4129,-48,-14,-21
158298,0,-92,4131,-50,-11,-14
158300,-22,-84,4104,-50,-11,-18
158302,-15,-92,4160,-45,-15,-19
158304,-32,-87,4140,-48,-13,-15
158306,-18,-117,4153,-48,-15,-16
158308,2,-105,4119,-53,-11,-17
158310,4,-91,4143,-43,-13,-17
158312,-8,-107,4135,-47,-14,-14
158314,16,-81,4175,-53,-15,-19
158316,-15,-86,4158,-51,-14,-15
158318,3,-103,4117,-50,-17,-24
158320,-37,-84,4123,-46,-16,-20
158322,-7,-91,4130,-48,-12,-14
158324,0,-96,4144,-49,-12,-16
158326,-20,-103,4142,-46,-12,-17
158328,14,-85,4150,-49,-13,-17
158330,-14,-99,4138,-51,-14,-14
158332,-16,-71,4156,-51,-9,-18
158334,-3,-79,4141,-51,-11,-21
158336,0,-76,4146,-49,-12,-18
158338,-13,-73,4120,-56,-17,-21
158340,19,-87,4175,-47,-12,-22
158342,5,-105,4140,-53,-15,-16
158344,4,-62,4128,-49,-17,-15
158346,-5,-102,4113,-56,-19,-13
158348,-13,-68,4112,-48,-14,-18
158350,-32,-67,4127,-47,-6,-17
158352,-9,-77,4140,-46,-15,-12
158354,-43,-62,4162,-53,-14,-15
158356,-5,-62,4128,-52,-10,-21
158358,-30,-65,4142,-54,-13,-19
158360,-31,-84,4114,-50,-10,-14
158362,-46,-46,4121,-50,-12,-16
158364,-18,-79,4128,-50,-12,-19
158366,-20,-87,4104,-53,-11,-16
158368,-13,-67,4140,-47,-7,-18
158370,-30,-79,4139,-48,-6,-17
158372,-34,-72,4144,-44,-11,-16
158374,-13,-64,4137,-48,-6,-16
158376,-31,-68,4153,-51,-12,-15
158378,-24,-68,4127,-54,-8,-13
158380,-28,-58,4125,-49,-10,-14
158382,-24,-42,4134,-48,-12,-18
158384,-24,-47,4092,-54,-7,-11
158386,-55,-77,4136,-54,-7,-16
158388,-23,-78,4111,-54,-10,-18
158390,-24,-77,4143,-55,-5,-14
158392,-22,-67,4131,-47,-8,-14
158394,-15,-48,4079,-52,-14,-13
158396,-30,-51,4097,-54,-9,-20
158398,-39,-46,4150,-53,-6,-15
158400,-13,-36,4157,-55,-11,-16
158402,-21,-57,4119,-54,-13,-15
158404,-13,-45,4139,-52,-7,-13
158406,-44,-62,4121,-53,-5,-13
158408,-40,-68,4123,-52,-12,-17
158410,-21,-50,4121,-55,-11,-14
158412,-12,-41,4159,-54,-8,-19
158414,-19,-66,4134,-53,-11,-17
158416,-26,-51,4112,-55,-10,-16
158418,-19,-63,4164,-59,-13,-18
158420,-32,-86,4118,-54,-9,-17
158422,-24,-80,4121,-57,-11,-19
158424,-13,-60,4136,-60,-13,-19
158426,5,-66,4093,-57,-10,-18
158428,-6,-71,4129,-53,-8,-20
158430,-3,-82,4120,-51,-10,-17
158432,-25,-73,4160,-57,-10,-17
158434,-15,-90,4132,-62,-12,-21
158436,-21,-92,4159,-57,-14,-18
158438,-27,-89,4130,-56,-10,-23
158440,-15,-71,4125,-53,-10,-22
158442,-28,-81,4130,-52,-14,-20
158444,-11,-79,4129,-56,-9,-15
158446,-2,-87,4115,-54,-7,-23
158448,-14,-90,4164,-53,-11,-23
158450,-3,-89,4153,-51,-10,-17
158452,-15,-100,4143,-51,-11,-14
158454,10,-100,4127,-48,-10,-19
158456,4,-90,4147,-49,-12,-18
158458,29,-87,4130,-54,-13,-20
158460,-8,-83,4138,-47,-10,-20
158462,31,-69,4134,-48,-5,-16
158464,-15,-65,4132,-53,-13,-18
158466,-8,-95,4130,-57,-14,-21
158468,-11,-98,4165,-54,-14,-20
158470,2,-104,4199,-45,-10,-17
158472,-4,-117,4149,-45,-7,-15
158474,-21,-91,4106,-43,-8,-16
158476,-40,-111,4123,-46,-11,-15
158478,-17,-102,4136,-53,-6,-18
158480,17,-103,4161,-53,-8,-13
158482,2,-102,4123,-51,-6,-11
158484,-14,-85,4164,-52,-12,-16
158486,-4,-114,4169,-47,-9,-12
158488,0,-64,4123,-46,-10,-13
158490,1,-108,4144,-54,-7,-15
158492,-13,-108,4124,-48,-9,-11
158494,4,-105,4110,-47,-13,-21
158496,-15,-106,4140,-53,-14,-15
158498,16,-97,4142,-49,-12,-11
158500,-8,-117,4118,-50,-14,-13
158502,-10,-91,4150,-50,-7,-13
158504,-4,-99,4146,-48,-12,-18
158506,-23,-113,4141,-49,-10,-22
158508,3,-94,4143,-54,-14,-15
158510,-8,-106,4132,-49,-13,-15
158512,-32,-118,4119,-54,-16,-16
158514,-9,-117,4129,-54,-13,-22
158516,-43,-99,4157,-53,-7,-17
158518,-14,-95,4150,-54,-9,-16
158520,4,-108,4115,-51,-13,-13
158522,-1,-85,4142,-53,-11,-20
158524,-39,-116,4114,-52,-11,-16
158526,-33,-105,4134,-50,-12,-19
158528,-7,-105,4124,-53,-15,-14
158530,-17,-107,4127,-51,-17,-21
158532,-8,-102,4143,-56,-12,-18
158534,-26,-111,4147,-54,-10,-15
158536,-8,-112,4128,-48,-10,-13
158538,-9,-74,4130,-54,-15,-17
158540,-8,-91,4140,-50,-15,-14
158542,-32,-107,4141,-50,-16,-17
158544,-50,-56,4123,-50,-18,-19
158546,-39,-80,4134,-52,-14,-18
158548,-23,-85,4150,-55,-15,-18
158550,-27,-100,4138,-49,-16,-10
158552,-4,-70,4126,-47,-19,-17
158554,-3,-63,4123,-51,-9,-16
158556,-12,-82,4125,-51,-13,-17
158558,-22,-69,4155,-54,-10,-14
158560,-18,-65,4131,-48,-11,-11
158562,-27,-67,4136,-49,-14,-16
158564,-24,-69,4142,-52,-12,-22
158566,-14,-61,4162,-54,-16,-12
158568,-39,-66,4105,-54,-15,-12
158570,-27,-68,4153,-51,-14,-17
158572,-28,-70,4105,-48,-16,-14
158574,-25,-44,4126,-47,-16,-14
158576,-9,-71,4122,-45,-14,-22
158578,-32,-91,4123,-50,-14,-15
158580,10,-63,4127,-61,-17,-11
158582,-10,-60,4135,-49,-12,-12
158584,-23,-89,4122,-50,-20,-14
158586,-33,-45,4159,-50,-16,-14
158588,-33,-51,4162,-54,-19,-12
158590,-47,-50,4177,-50,-13,-15
158592,-19,-45,4165,-48,-12,-18
158594,-10,-53,4130,-46,-13,-18
158596,-13,-41,4144,-44,-12,-19
158598,-26,-65,4125,-47,-13,-18
158600,6,-65,4132,-48,-13,-18
158602,-32,-51,4136,-50,-12,-15
158604,-46,-65,4161,-45,-13,-18
158606,-29,-77,4127,-42,-12,-18
158608,-4,-61,4118,-44,-16,-14
158610,-7,-40,4116,-49,-15,-12
158612,-20,-57,4158,-47,-17,-17
158614,-28,-63,4131,-50,-11,-16
158616,-24,-52,4118,-42,-20,-11
158618,-32,-47,4138,-48,-14,-21
158620,-9,-60,4158,-51,-14,-22
158622,-37,-73,4137,-45,-11,-14
158624,-12,-50,4117,-47,-10,-14
158626,-31,-83,4117,-42,-15,-17
158628,-37,-80,4171,-49,-17,-19
158630,7,-73,4146,-46,-11,-14
158632,-17,-86,4109,-56,-18,-17
158634,-38,-91,4150,-48,-12,-19
158636,7,-68,4116,-46,-14,-16
158638,-10,-62,4147,-50,-13,-18
158640,-29,-77,4148,-50,-16,-20
158642,-34,-100,4142,-54,-16,-17
158644,-28,-58,4105,-49,-11,-14
158646,-7,-68,4142,-50,-14,-20
158648,0,-63,4122,-54,-13,-15
158650,-13,-70,4137,-50,-11,-16
158652,-18,-70,4168,-53,-14,-18
158654,-34,-76,4114,-57,-14,-16
158656,-9,-60,4116,-49,-14,-16
158658,-27,-73,4125,-53,-13,-13
158660,-7,-94,4118,-53,-14,-12
158662,-26,-92,4147,-51,-10,-16
158664,7,-103,4080,-50,-8,-11
158666,-22,-96,4144,-51,-9,-14
158668,-51,-89,4126,-52,-7,-12
158670,-16,-83,4107,-50,-13,-13
158672,-19,-91,4118,-59,-6,-13
158674,-26,-70,4126,-51,-5,-12
158676,2,-74,4130,-56,-16,-17
158678,-20,-80,4136,-53,-10,-17
158680,9,-105,4135,-57,-14,-14
158682,-33,-92,4127,-53,-10,-16
158684,-19,-75,4149,-49,-13,-9
158686,-19,-82,4136,-58,-12,-20
158688,-14,-94,4135,-59,-8,-14
158690,-19,-79,4127,-56,-12,-13
158692,-29,-111,4136,-53,-12,-15
158694,-15,-99,4140,-50,-9,-18
158696,-18,-105,4139,-53,-7,-22
158698,-15,-83,4121,-50,-9,-16
158700,-3,-84,4147,-55,-17,-11
158702,0,-84,4125,-59,-13,-18
158704,12,-119,4121,-57,-9,-20
158706,-17,-101,4135,-49,-10,-17
158708,15,-91,4122,-53,-10,-16
158710,-18,-101,4131,-55,-10,-19
158712,7,-85,4111,-52,-6,-15
158714,-3,-118,4110,-54,-9,-20
158716,-17,-97,4145,-52,-2,-20
158718,-18,-92,4152,-49,-9,-14
158720,7,-94,4130,-47,-4,-15
158722,-24,-109,4127,-55,-7,-22
158724,-17,-96,4142,-51,-5,-23
158726,-17,-105,4157,-49,-8,-11
158728,-8,-99,4138,-48,-12,-21
158730,4,-91,4116,-46,-3,-18
158732,5,-115,4117,-50,-10,-16
158734,-12,-96,4103,-52,-12,-18
158736,-10,-86,4152,-49,-9,-23
158738,-34,-92,4142,-49,-9,-13
158740,-23,-91,4131,-46,-4,-15
158742,34,-72,4121,-47,-5,-16
158744,-17,-95,4122,-45,-6,-16
158746,-25,-103,4114,-46,-9,-10
158748,-13,-76,4156,-49,-15,-13
158750,-3,-103,4145,-48,-13,-17
158752,-43,-81,4157,-49,-7,-17
158754,1,-96,4117,-49,-12,-13
158756,-18,-92,4111,-53,-10,-15
158758,-17,-108,4163,-53,-10,-13
158760,-27,-92,4134,-50,-13,-21
158762,-12,-88,4121,-48,-13,-19
158764,-15,-72,4143,-49,-12,-15
158766,1,-101,4133,-54,-16,-22
158768,-10,-68,4139,-48,-11,-15
158770,-24,-102,4152,-53,-12,-16
158772,-10,-81,4093,-47,-16,-20
158774,-11,-89,4138,-50,-13,-12
158776,-26,-81,4171,-54,-10,-16
158778,-2,-95,4122,-51,-16,-11
158780,-34,-79,4115,-51,-11,-17
158782,-29,-108,4120,-43,-11,-19
158784,-11,-89,4123,-50,-11,-17
158786,-21,-69,4139,-47,-14,-19
158788,-23,-72,4164,-53,-10,-22
158790,-25,-87,4128,-54,-8,-19
158792,-17,-80,4144,-48,-12,-19
158794,-11,-74,4145,-46,-11,-19
158796,-16,-75,4132,-49,-9,-15
158798,-7,-53,4160,-48,-15,-24
158800,-40,-71,4127,-47,-17,-24
158802,-22,-81,4126,-48,-10,-21
158804,-42,-89,4126,-46,-12,-14
158806,-1,-78,4138,-48,-10,-15
158808,-31,-80,4143,-51,-17,-21
158810,-21,-65,4136,-42,-14,-21
158812,-24,-61,4111,-52,-12,-20
158814,-29,-63,4128,-44,-12,-13
158816,-42,-71,4122,-46,-4,-13
158818,-27,-62,4142,-45,-14,-15
158820,-40,-61,4084,-43,-13,-16
158822,6,-56,4112,-47,-9,-15
158824,-16,-98,4143,-47,-7,-14
158826,-33,-67,4131,-47,-10,-17
158828,-13,-52,4098,-42,-4,-17
158830,-1,-50,4127,-38,-11,-14
158832,-15,-60,4113,-45,-11,-10
158834,-45,-73,4149,-41,-11,-15
158836,-21,-85,4123,-52,-9,-16
158838,-14,-67,4116,-43,-11,-18
158840,-37,-56,4154,-43,-13,-20
158842,-16,-74,4164,-42,-16,-9
158844,-39,-72,4110,-46,-10,-16
158846,-27,-77,4119,-53,-6,-16
158848,-43,-77,4127,-49,-11,-12
158850,-15,-84,4132,-49,-14,-16
158852,-36,-85,4134,-51,-9,-16
158854,-23,-87,4107,-48,-15,-15
158856,-8,-74,4117,-51,-10,-11
158858,-38,-90,4150,-52,-12,-9
158860,-26,-74,4133,-49,-16,-15
158862,-29,-76,4122,-53,-9,-19
158864,-4,-58,4159,-50,-15,-14
158866,-14,-85,4112,-51,-16,-13
158868,-49,-36,4105,-61,-14,-16
158870,-39,-76,4126,-53,-12,-18
158872,-15,-81,4124,-45,-13,-17
158874,-35,-64,4124,-50,-15,-22
158876,-31,-65,4097,-52,-5,-15
158878,-41,-85,4148,-54,-12,-19
158880,-37,-50,4136,-52,-16,-17
158882,-26,-70,4153,-53,-17,-19
158884,-18,-72,4136,-49,-11,-13
158886,-7,-89,4173,-54,-12,-16
158888,-23,-114,4137,-60,-15,-15
158890,-50,-82,4117,-51,-15,-17
158892,-30,-73,4127,-53,-17,-18
158894,4,-90,4097,-51,-16,-18
158896,3,-60,4117,-50,-14,-16
158898,-16,-59,4143,-55,-22,-17
158900,-15,-97,4168,-48,-17,-15
158902,-19,-84,4151,-52,-17,-20
158904,-15,-91,4153,-50,-12,-16
158906,-39,-56,4142,-51,-13,-16
158908,-7,-105,4111,-54,-15,-14
158910,24,-93,4128,-49,-10,-16
158912,5,-88,4126,-47,-14,-17
158914,2,-117,4137,-47,-17,-14
158916,-2,-76,4148,-48,-8,-12
158918,22,-90,4110,-47,-14,-16
158920,-20,-79,4122,-48,-15,-18
158922,2,-100,4145,-52,-12,-15
158924,-4,-84,4155,-47,-16,-18
158926,-18,-95,4148,-50,-15,-20
158928,-11,-87,4107,-52,-16,-20
158930,12,-95,4146,-49,-15,-16
158932,-7,-76,4124,-54,-14,-14
158934,2,-78,4130,-52,-19,-17
158936,-21,-86,4130,-49,-21,-18
158938,4,-90,4142,-51,-16,-17
158940,-5,-61,4143,-52,-14,-13
158942,-31,-96,4127,-50,-11,-16
158944,-1,-76,4128,-57,-15,-17
158946,-23,-106,4139,-51,-10,-10
158948,-12,-102,4139,-54,-14,-18
158950,-30,-79,4130,-49,-13,-17
158952,-21,-68,4128,-51,-11,-11
158954,-4,-89,4150,-52,-13,-18
158956,-19,-82,4128,-56,-20,-20
158958,-34,-94,4150,-61,-13,-19
158960,-6,-64,4180,-52,-23,-13
158962,-18,-82,4123,-56,-14,-21
158964,-38,-113,4151,-55,-16,-16
158966,-26,-113,4121,-54,-17,-13
158968,-34,-84,4154,-53,-18,-11
158970,-16,-87,4125,-51,-19,-16
158972,4,-106,4123,-55,-17,-15
158974,-25,-80,4133,-51,-14,-17
158976,3,-69,4117,-54,-18,-20
